segment_id,translation-en-sujato,comment-en-sujato,section_num_long,level_1,level_2,level_3,level_4,level_5
dn1:1.5.1,"“Mendicants, if others criticize me, the teaching, or the Saṅgha, don’t make yourselves resentful, bitter, and exasperated. ","I think this passage is more gently critical of the monks than implied in previous translations. The phrasing here is somewhat unusual and specific, and is more active than just “giving way”: they “should not do” what creates bitterness (i.e. sit around judging others). Cp MN 22, where the same phrases are used. In the Buddha’s case, it has the neutral hoti, while for the mendicants it uses karaniya, as here.",1:1.5.1,1,1,5,1,0
dn1:1.5.2,"You’ll get angry and upset, which would be an obstacle for you alone. ",,1:1.5.2,1,1,5,2,0
dn1:1.5.3,"If others were to criticize me, the teaching, or the Saṅgha, and you got angry and upset, would you be able to understand whether they spoke well or poorly?” ",,1:1.5.3,1,1,5,3,0
dn1:1.5.4,"“No, sir.” ",,1:1.5.4,1,1,5,4,0
dn1:1.6.1,"“If others criticize me, the teaching, or the Saṅgha, you should explain that what is untrue is in fact untrue: ",,1:1.6.1,1,1,6,1,0
dn1:1.6.2,"‘This is why that’s untrue, this is why that’s false. There’s no such thing in us, it’s not found among us.’ ",,1:1.6.2,1,1,6,2,0
dn1:1.6.3,"If others praise me, the teaching, or the Saṅgha, don’t make yourselves thrilled, elated, and excited. ",,1:1.6.3,1,1,6,3,0
dn1:1.6.4,"You’ll get thrilled, elated, and excited, which would be an obstacle for you alone. ",,1:1.6.4,1,1,6,4,0
dn1:1.6.5,"If others praise me, the teaching, or the Saṅgha, you should acknowledge that what is true is in fact true: ",,1:1.6.5,1,1,6,5,0
dn1:1.6.6,"‘This is why that’s true, this is why that’s correct. There is such a thing in us, it is found among us.’ ",,1:1.6.6,1,1,6,6,0
dn1:1.7.0.1,2. Ethics,,1:1.7.0.1,1,1,7,0,1
dn1:1.7.0.2,2.1. The Shorter Section on Ethics,,1:1.7.0.2,1,1,7,0,2
dn1:1.7.1,"When an ordinary person speaks praise of the Realized One, they speak only of trivial, insignificant details of mere ethics. ",,1:1.7.1,1,1,7,1,0
dn1:1.7.2,"And what are the trivial, insignificant details of mere ethics that an ordinary person speaks of? ",,1:1.7.2,1,1,7,2,0
dn1:1.8.1,"‘The ascetic Gotama has given up killing living creatures. He has renounced the rod and the sword. He’s scrupulous and kind, living full of compassion for all living beings.’ ",,1:1.8.1,1,1,8,1,0
dn1:1.8.2,Such is an ordinary person’s praise of the Realized One. ,,1:1.8.2,1,1,8,2,0
dn1:1.8.3,"‘The ascetic Gotama has given up stealing. He takes only what’s given, and expects only what’s given. He keeps himself clean by not thieving.’ ",,1:1.8.3,1,1,8,3,0
dn1:1.8.4,Such is an ordinary person’s praise of the Realized One. ,,1:1.8.4,1,1,8,4,0
dn1:1.8.5,"‘The ascetic Gotama has given up unchastity. He is celibate, set apart, avoiding the common practice of sex.’ ",,1:1.8.5,1,1,8,5,0
dn1:1.8.6,Such is an ordinary person’s praise of the Realized One. ,,1:1.8.6,1,1,8,6,0
dn1:1.9.1,"‘The ascetic Gotama has given up lying. He speaks the truth and sticks to the truth. He’s honest and trustworthy, and doesn’t trick the world with his words.’ ",,1:1.9.1,1,1,9,1,0
dn1:1.9.2,Such is an ordinary person’s praise of the Realized One. ,,1:1.9.2,1,1,9,2,0
dn1:1.9.3,"‘The ascetic Gotama has given up divisive speech. He doesn’t repeat in one place what he heard in another so as to divide people against each other. Instead, he reconciles those who are divided, supporting unity, delighting in harmony, loving harmony, speaking words that promote harmony.’ ",,1:1.9.3,1,1,9,3,0
dn1:1.9.4,Such is an ordinary person’s praise of the Realized One. ,,1:1.9.4,1,1,9,4,0
dn1:1.9.5,"‘The ascetic Gotama has given up harsh speech. He speaks in a way that’s mellow, pleasing to the ear, lovely, going to the heart, polite, likable and agreeable to the people.’ ",,1:1.9.5,1,1,9,5,0
dn1:1.9.6,Such is an ordinary person’s praise of the Realized One. ,,1:1.9.6,1,1,9,6,0
dn1:1.9.7,"‘The ascetic Gotama has given up talking nonsense. His words are timely, true, and meaningful, in line with the teaching and training. He says things at the right time which are valuable, reasonable, succinct, and beneficial.’ ",,1:1.9.7,1,1,9,7,0
dn1:1.9.8,Such is an ordinary person’s praise of the Realized One. ,,1:1.9.8,1,1,9,8,0
dn1:1.10.1,‘The ascetic Gotama refrains from injuring plants and seeds.’ ,,1:1.10.1,1,1,10,1,0
dn1:1.10.2, ,,1:1.10.2,1,1,10,2,0
dn1:1.10.3,"‘He eats in one part of the day, abstaining from eating at night and food at the wrong time.’ ",,1:1.10.3,1,1,10,3,0
dn1:1.10.4,"‘He refrains from dancing, singing, music, and seeing shows.’ ",,1:1.10.4,1,1,10,4,0
dn1:1.10.5,"‘He refrains from beautifying and adorning himself with garlands, perfumes, and makeup.’ ",,1:1.10.5,1,1,10,5,0
dn1:1.10.6,‘He refrains from high and luxurious beds.’ ,,1:1.10.6,1,1,10,6,0
dn1:1.10.7,"‘He refrains from receiving gold and money, ",,1:1.10.7,1,1,10,7,0
dn1:1.10.8,"raw grains, ",,1:1.10.8,1,1,10,8,0
dn1:1.10.9,"raw meat, ",,1:1.10.9,1,1,10,9,0
dn1:1.10.10,"women and girls, ",,1:1.10.10,1,1,10,10,0
dn1:1.10.11,"male and female bondservants, ",,1:1.10.11,1,1,10,11,0
dn1:1.10.12,"goats and sheep, ",,1:1.10.12,1,1,10,12,0
dn1:1.10.13,"chickens and pigs, ",,1:1.10.13,1,1,10,13,0
dn1:1.10.14,"elephants, cows, horses, and mares, ",,1:1.10.14,1,1,10,14,0
dn1:1.10.15,and fields and land.’ ,,1:1.10.15,1,1,10,15,0
dn1:1.10.16,‘He refrains from running errands and messages; ,,1:1.10.16,1,1,10,16,0
dn1:1.10.17,buying and selling; ,,1:1.10.17,1,1,10,17,0
dn1:1.10.18,"falsifying weights, metals, or measures; ",,1:1.10.18,1,1,10,18,0
dn1:1.10.19,"bribery, fraud, cheating, and duplicity; ",,1:1.10.19,1,1,10,19,0
dn1:1.10.20,"mutilation, murder, abduction, banditry, plunder, and violence.’ ",,1:1.10.20,1,1,10,20,0
dn1:1.10.21,Such is an ordinary person’s praise of the Realized One. ,,1:1.10.21,1,1,10,21,0
dn1:1.10.22,The shorter section on ethics is finished. ,,1:1.10.22,1,1,10,22,0
dn1:1.11.0,2.2. The Middle Section on Ethics,,1:1.11.0,1,1,11,0,0
dn1:1.11.1,"‘There are some ascetics and brahmins who, while enjoying food given in faith, still engage in injuring plants and seeds. ",,1:1.11.1,1,1,11,1,0
dn1:1.11.2,"These include plants propagated from roots, stems, cuttings, or joints; and those from regular seeds as the fifth. ",See my note on SN 22.54,1:1.11.2,1,1,11,2,0
dn1:1.11.3,The ascetic Gotama refrains from such injury to plants and seeds.’ ,,1:1.11.3,1,1,11,3,0
dn1:1.11.4,Such is an ordinary person’s praise of the Realized One. ,,1:1.11.4,1,1,11,4,0
dn1:1.12.1,"‘There are some ascetics and brahmins who, while enjoying food given in faith, still engage in storing up goods for their own use. ",,1:1.12.1,1,1,12,1,0
dn1:1.12.2,"This includes such things as food, drink, clothes, vehicles, bedding, fragrance, and material possessions. ",,1:1.12.2,1,1,12,2,0
dn1:1.12.3,The ascetic Gotama refrains from storing up such goods.’ ,,1:1.12.3,1,1,12,3,0
dn1:1.12.4,Such is an ordinary person’s praise of the Realized One. ,,1:1.12.4,1,1,12,4,0
dn1:1.13.1,"‘There are some ascetics and brahmins who, while enjoying food given in faith, still engage in seeing shows. ",,1:1.13.1,1,1,13,1,0
dn1:1.13.2,"This includes such things as dancing, singing, music, performances, and storytelling; clapping, gongs, and kettle-drums; art exhibitions and acrobatic displays; battles of elephants, horses, buffaloes, bulls, goats, rams, chickens, and quails; staff-fights, boxing, and wrestling; combat, roll calls of the armed forces, battle-formations, and regimental reviews. ","uyyodhika in the suttas is only used here and at AN 10.30, where is not a sham. And the definition at Pc 50 says Uyyodhikaṁ nāma yattha sampahāro dissati “where strife is seen”.",1:1.13.2,1,1,13,2,0
dn1:1.13.3,The ascetic Gotama refrains from such shows.’ ,,1:1.13.3,1,1,13,3,0
dn1:1.13.4,Such is an ordinary person’s praise of the Realized One. ,,1:1.13.4,1,1,13,4,0
dn1:1.14.1,"‘There are some ascetics and brahmins who, while enjoying food given in faith, still engage in gambling that causes negligence. ","While gambling isn’t mentioned explicitly here, jūtappamādaṭṭhānānuyoga is treated in DN 31 exclusively as gambling, so it seems that is implied.",1:1.14.1,1,1,14,1,0
dn1:1.14.2,"This includes such things as checkers, draughts, checkers in the air, hopscotch, spillikins, board-games, tip-cat, drawing straws, dice, leaf-flutes, toy plows, somersaults, pinwheels, toy measures, toy carts, toy bows, guessing words from syllables, and guessing another’s thoughts. ",https://discourse.suttacentral.net/t/some-brief-notes-on-games/5329,1:1.14.2,1,1,14,2,0
dn1:1.14.3,The ascetic Gotama refrains from such gambling.’ ,,1:1.14.3,1,1,14,3,0
dn1:1.14.4,Such is an ordinary person’s praise of the Realized One. ,,1:1.14.4,1,1,14,4,0
dn1:1.15.1,"‘There are some ascetics and brahmins who, while enjoying food given in faith, still make use of high and luxurious bedding. ",,1:1.15.1,1,1,15,1,0
dn1:1.15.2,"This includes such things as sofas, couches, woolen covers—shag-piled, colorful, white, embroidered with flowers, quilted, embroidered with animals, double- or single-fringed—and silk covers studded with gems, as well as silken sheets, woven carpets, rugs for elephants, horses, or chariots, antelope hide rugs, and spreads of fine deer hide, with a canopy above and red cushions at both ends. ",,1:1.15.2,1,1,15,2,0
dn1:1.15.3,The ascetic Gotama refrains from such bedding.’ ,,1:1.15.3,1,1,15,3,0
dn1:1.15.4,Such is an ordinary person’s praise of the Realized One. ,,1:1.15.4,1,1,15,4,0
dn1:1.16.1,"‘There are some ascetics and brahmins who, while enjoying food given in faith, still engage in beautifying and adorning themselves with garlands, fragrance, and makeup. ",,1:1.16.1,1,1,16,1,0
dn1:1.16.2,"This includes such things as applying beauty products by anointing, massaging, bathing, and rubbing; mirrors, ointments, garlands, fragrances, and makeup; face-powder, foundation, bracelets, headbands, fancy walking-sticks or containers, rapiers, parasols, fancy sandals, turbans, jewelry, chowries, and long-fringed white robes. ",,1:1.16.2,1,1,16,2,0
dn1:1.16.3,The ascetic Gotama refrains from such beautification and adornment.’ ,,1:1.16.3,1,1,16,3,0
dn1:1.16.4,Such is an ordinary person’s praise of the Realized One. ,,1:1.16.4,1,1,16,4,0
dn1:1.17.1,"‘There are some ascetics and brahmins who, while enjoying food given in faith, still engage in unworthy talk. This includes such topics as ",,1:1.17.1,1,1,17,1,0
dn1:1.17.2,"talk about kings, bandits, and ministers; talk about armies, threats, and wars; talk about food, drink, clothes, and beds; talk about garlands and fragrances; talk about family, vehicles, villages, towns, cities, and countries; talk about women and heroes; street talk and well talk; talk about the departed; motley talk; tales of land and sea; and talk about being reborn in this or that state of existence. ",,1:1.17.2,1,1,17,2,0
dn1:1.17.3,The ascetic Gotama refrains from such unworthy talk.’ ,,1:1.17.3,1,1,17,3,0
dn1:1.17.4,Such is an ordinary person’s praise of the Realized One. ,,1:1.17.4,1,1,17,4,0
dn1:1.18.1,"‘There are some ascetics and brahmins who, while enjoying food given in faith, still engage in arguments. ",,1:1.18.1,1,1,18,1,0
dn1:1.18.2,"They say such things as: “You don’t understand this teaching and training. I understand this teaching and training. What, you understand this teaching and training? You’re practicing wrong. I’m practicing right. I stay on topic, you don’t. You said last what you should have said first. You said first what you should have said last. What you’ve thought so much about has been disproved. Your doctrine is refuted. Go on, save your doctrine! You’re trapped; get yourself out of this—if you can!” ",,1:1.18.2,1,1,18,2,0
dn1:1.18.3,The ascetic Gotama refrains from such argumentative talk.’ ,,1:1.18.3,1,1,18,3,0
dn1:1.18.4,Such is an ordinary person’s praise of the Realized One. ,,1:1.18.4,1,1,18,4,0
dn1:1.19.1,"‘There are some ascetics and brahmins who, while enjoying food given in faith, still engage in running errands and messages. ",,1:1.19.1,1,1,19,1,0
dn1:1.19.2,"This includes running errands for rulers, ministers, aristocrats, brahmins, householders, or princes who say: “Go here, go there. Take this, bring that from there.” ",,1:1.19.2,1,1,19,2,0
dn1:1.19.3,The ascetic Gotama refrains from such errands.’ ,,1:1.19.3,1,1,19,3,0
dn1:1.19.4,Such is an ordinary person’s praise of the Realized One. ,,1:1.19.4,1,1,19,4,0
dn1:1.20.1,"‘There are some ascetics and brahmins who, while enjoying food given in faith, still engage in deceit, flattery, hinting, and belittling, and using material possessions to pursue other material possessions. ",,1:1.20.1,1,1,20,1,0
dn1:1.20.2,The ascetic Gotama refrains from such deceit and flattery.’ ,,1:1.20.2,1,1,20,2,0
dn1:1.20.3,Such is an ordinary person’s praise of the Realized One. ,,1:1.20.3,1,1,20,3,0
dn1:1.20.4,The middle section on ethics is finished. ,,1:1.20.4,1,1,20,4,0
dn1:1.21.0,2.3. The Large Section on Ethics,,1:1.21.0,1,1,21,0,0
dn1:1.21.1,"‘There are some ascetics and brahmins who, while enjoying food given in faith, still earn a living by unworthy branches of knowledge, by wrong livelihood. ","Translations of tiracchana in such contexts (debased, low, etc.) are often harsher than the old explanations. In Bhi pc 49-50, we have Tiracchānavijjā nāma yaṁ kiñci bāhirakaṁ anatthasaṁhitaṁ, while the commentary says Tiracchānavijjā nāma aniyyānikattā saggamokkhamaggānaṁ tiracchānabhūtā.",1:1.21.1,1,1,21,1,0
dn1:1.21.2,"This includes such fields as limb-reading, omenology, divining celestial portents, interpreting dreams, divining bodily marks, divining holes in cloth gnawed by mice, fire offerings, ladle offerings, offerings of husks, rice powder, rice, ghee, or oil; offerings from the mouth, blood sacrifices, palmistry; geomancy for building sites, fields, and cemeteries; exorcisms, earth magic, snake charming, poisons; the crafts of the scorpion, the rat, the bird, and the crow; prophesying life span, chanting for protection, and animal cries. ",,1:1.21.2,1,1,21,2,0
dn1:1.21.3,"The ascetic Gotama refrains from such unworthy branches of knowledge, such wrong livelihood.’ ",,1:1.21.3,1,1,21,3,0
dn1:1.21.4,Such is an ordinary person’s praise of the Realized One. ,,1:1.21.4,1,1,21,4,0
dn1:1.22.1,"‘There are some ascetics and brahmins who, while enjoying food given in faith, still earn a living by unworthy branches of knowledge, by wrong livelihood. ",,1:1.22.1,1,1,22,1,0
dn1:1.22.2,"This includes reading the marks of gems, cloth, clubs, swords, spears, arrows, weapons, women, men, boys, girls, male and female bondservants, elephants, horses, buffaloes, bulls, cows, goats, rams, chickens, quails, monitor lizards, rabbits, tortoises, or deer. ",,1:1.22.2,1,1,22,2,0
dn1:1.22.3,"The ascetic Gotama refrains from such unworthy branches of knowledge, such wrong livelihood.’ ",,1:1.22.3,1,1,22,3,0
dn1:1.22.4,Such is an ordinary person’s praise of the Realized One. ,,1:1.22.4,1,1,22,4,0
dn1:1.23.1,"‘There are some ascetics and brahmins who, while enjoying food given in faith, still earn a living by unworthy branches of knowledge, by wrong livelihood. ",,1:1.23.1,1,1,23,1,0
dn1:1.23.2,"This includes making predictions that the king will march forth or march back; or that our king will attack and the enemy king will retreat, or vice versa; or that our king will triumph and the enemy king will be defeated, or vice versa; and so there will be victory for one and defeat for the other. ",,1:1.23.2,1,1,23,2,0
dn1:1.23.3,"The ascetic Gotama refrains from such unworthy branches of knowledge, such wrong livelihood.’ ",,1:1.23.3,1,1,23,3,0
dn1:1.23.4,Such is an ordinary person’s praise of the Realized One. ,,1:1.23.4,1,1,23,4,0
dn1:1.24.1,"‘There are some ascetics and brahmins who, while enjoying food given in faith, still earn a living by unworthy branches of knowledge, by wrong livelihood. ",,1:1.24.1,1,1,24,1,0
dn1:1.24.2,"This includes making predictions that there will be an eclipse of the moon, or sun, or stars; that the sun, moon, and stars will be in conjunction or in opposition; that there will be a meteor shower, a fiery sky, an earthquake, thunder; that there will be a rising, a setting, a darkening, a brightening of the moon, sun, and stars. And it also includes making predictions about the results of all such phenomena. ",,1:1.24.2,1,1,24,2,0
dn1:1.24.3,"The ascetic Gotama refrains from such unworthy branches of knowledge, such wrong livelihood.’ ",,1:1.24.3,1,1,24,3,0
dn1:1.24.4,Such is an ordinary person’s praise of the Realized One. ,,1:1.24.4,1,1,24,4,0
dn1:1.25.1,"‘There are some ascetics and brahmins who, while enjoying food given in faith, still earn a living by unworthy branches of knowledge, by wrong livelihood. ",,1:1.25.1,1,1,25,1,0
dn1:1.25.2,"This includes predicting whether there will be plenty of rain or drought; plenty to eat or famine; an abundant harvest or a bad harvest; security or peril; sickness or health. It also includes such occupations as computing, accounting, calculating, poetry, and cosmology. ",,1:1.25.2,1,1,25,2,0
dn1:1.25.3,"The ascetic Gotama refrains from such unworthy branches of knowledge, such wrong livelihood.’ ",,1:1.25.3,1,1,25,3,0
dn1:1.25.4,Such is an ordinary person’s praise of the Realized One. ,,1:1.25.4,1,1,25,4,0
dn1:1.26.1,"‘There are some ascetics and brahmins who, while enjoying food given in faith, still earn a living by unworthy branches of knowledge, by wrong livelihood. ",,1:1.26.1,1,1,26,1,0
dn1:1.26.2,"This includes making arrangements for giving and taking in marriage; for engagement and divorce; and for scattering rice inwards or outwards at the wedding ceremony. It also includes casting spells for good or bad luck, curses to prevent conception, bind the tongue, or lock the jaws; charms for the hands and ears; questioning a mirror, a girl, or a god as an oracle; worshiping the sun, worshiping the Great One, breathing fire, and invoking Siri, the goddess of luck. ",Omitting hanujappana as it is absent from comm.,1:1.26.2,1,1,26,2,0
dn1:1.26.3,"The ascetic Gotama refrains from such unworthy branches of knowledge, such wrong livelihood.’ ",,1:1.26.3,1,1,26,3,0
dn1:1.26.4,Such is an ordinary person’s praise of the Realized One. ,,1:1.26.4,1,1,26,4,0
dn1:1.27.1,"‘There are some ascetics and brahmins who, while enjoying food given in faith, still earn a living by unworthy branches of knowledge, by wrong livelihood. ",,1:1.27.1,1,1,27,1,0
dn1:1.27.2,"This includes rites for propitiation, for granting wishes, for ghosts, for the earth, for rain, for property settlement, and for preparing and consecrating house sites, and rites involving rinsing and bathing, and oblations. It also includes administering emetics, purgatives, expectorants, and phlegmagogues; administering ear-oils, eye restoratives, nasal medicine, ointments, and counter-ointments; surgery with needle and scalpel, treating children, prescribing root medicines, and binding on herbs. ",,1:1.27.2,1,1,27,2,0
dn1:1.27.3,"The ascetic Gotama refrains from such unworthy branches of knowledge, such wrong livelihood.’ ",,1:1.27.3,1,1,27,3,0
dn1:1.27.4,Such is an ordinary person’s praise of the Realized One. ,,1:1.27.4,1,1,27,4,0
dn1:1.27.5,"These are the trivial, insignificant details of mere ethics that an ordinary person speaks of when they speak praise of the Realized One. ",,1:1.27.5,1,1,27,5,0
dn1:1.27.6,The longer section on ethics is finished. ,,1:1.27.6,1,1,27,6,0
dn1:1.28.0.1,3. Views,,1:1.28.0.1,1,1,28,0,1
dn1:1.28.0.2,3.1. Theories About the Past,,1:1.28.0.2,1,1,28,0,2
dn1:1.28.1,"There are other principles—deep, hard to see, hard to understand, peaceful, sublime, beyond the scope of reason, subtle, comprehensible to the astute—which the Realized One makes known after realizing them with his own insight. Those who genuinely praise the Realized One would rightly speak of these things. ",,1:1.28.1,1,1,28,1,0
dn1:1.28.2,And what are these principles? ,,1:1.28.2,1,1,28,2,0
dn1:1.29.1,"There are some ascetics and brahmins who theorize about the past, and assert various hypotheses concerning the past on eighteen grounds. ",,1:1.29.1,1,1,29,1,0
dn1:1.29.2,And what are the eighteen grounds on which they rely? ,,1:1.29.2,1,1,29,2,0
dn1:1.30.0,3.1.1. Eternalism,,1:1.30.0,1,1,30,0,0
dn1:1.30.1,"There are some ascetics and brahmins who are eternalists, who assert that the self and the cosmos are eternal on four grounds. ",,1:1.30.1,1,1,30,1,0
dn1:1.30.2,And what are the four grounds on which they rely? ,,1:1.30.2,1,1,30,2,0
dn1:1.31.1,"It’s when some ascetic or brahmin—by dint of keen, resolute, committed, and diligent effort, and right focus—experiences an immersion of the heart of such a kind that they recollect their many kinds of past lives. ",,1:1.31.1,1,1,31,1,0
dn1:1.31.2,"That is: one, two, three, four, five, ten, twenty, thirty, forty, fifty, a hundred, a thousand, a hundred thousand rebirths; many eons of the cosmos contracting, many eons of the cosmos expanding, many eons of the cosmos contracting and expanding. They remember: ‘There, I was named this, my clan was that, I looked like this, and that was my food. This was how I felt pleasure and pain, and that was how my life ended. When I passed away from that place I was reborn somewhere else. There, too, I was named this, my clan was that, I looked like this, and that was my food. This was how I felt pleasure and pain, and that was how my life ended. When I passed away from that place I was reborn here.’ And so they recollect their many kinds of past lives, with features and details. ",,1:1.31.2,1,1,31,2,0
dn1:1.31.3,They say: ,,1:1.31.3,1,1,31,3,0
dn1:1.31.4,"‘The self and the cosmos are eternal, barren, steady as a mountain peak, standing firm like a pillar. ",,1:1.31.4,1,1,31,4,0
dn1:1.31.5,"They remain the same for all eternity, while these sentient beings wander and transmigrate and pass away and rearise. ",,1:1.31.5,1,1,31,5,0
dn1:1.31.6,Why is that? ,,1:1.31.6,1,1,31,6,0
dn1:1.31.7,"Because by dint of keen, resolute, committed, and diligent effort, and right focus I experience an immersion of the heart of such a kind that I recollect my many kinds of past lives, ",,1:1.31.7,1,1,31,7,0
dn1:1.31.8,with features and details. ,,1:1.31.8,1,1,31,8,0
dn1:1.31.9,Because of this I know: ,,1:1.31.9,1,1,31,9,0
dn1:1.31.10,"“The self and the cosmos are eternal, barren, steady as a mountain peak, standing firm like a pillar. ",,1:1.31.10,1,1,31,10,0
dn1:1.31.11,"They remain the same for all eternity, while these sentient beings wander and transmigrate and pass away and rearise.’ ",,1:1.31.11,1,1,31,11,0
dn1:1.31.12,This is the first ground on which some ascetics and brahmins rely to assert that the self and the cosmos are eternal. ,,1:1.31.12,1,1,31,12,0
dn1:1.32.1,And what is the second ground on which they rely? ,,1:1.32.1,1,1,32,1,0
dn1:1.32.2,"It’s when some ascetic or brahmin—by dint of keen, resolute, committed, and diligent effort, and right focus—experiences an immersion of the heart of such a kind that they recollect their many kinds of past lives. ",,1:1.32.2,1,1,32,2,0
dn1:1.32.3,"That is: one eon of the cosmos contracting and expanding; two, three, four, five, or ten eons of the cosmos contracting and expanding. They remember: ‘There, I was named this, my clan was that, I looked like this, and that was my food. This was how I felt pleasure and pain, and that was how my life ended. When I passed away from that place I was reborn somewhere else. There, too, I was named this, my clan was that, I looked like this, and that was my food. This was how I felt pleasure and pain, and that was how my life ended. When I passed away from that place I was reborn here.’ And so they recollect their many kinds of past lives, with features and details. ",,1:1.32.3,1,1,32,3,0
dn1:1.32.4,They say: ,,1:1.32.4,1,1,32,4,0
dn1:1.32.5,"‘The self and the cosmos are eternal, barren, steady as a mountain peak, standing firm like a pillar. ",,1:1.32.5,1,1,32,5,0
dn1:1.32.6,"They remain the same for all eternity, while these sentient beings wander and transmigrate and pass away and rearise. ",,1:1.32.6,1,1,32,6,0
dn1:1.32.7,Why is that? ,,1:1.32.7,1,1,32,7,0
dn1:1.32.8,"Because by dint of keen, resolute, committed, and diligent effort, and right focus I experience an immersion of the heart of such a kind that I recollect my many kinds of past lives, ",,1:1.32.8,1,1,32,8,0
dn1:1.32.9,with features and details. ,,1:1.32.9,1,1,32,9,0
dn1:1.32.10,Because of this I know: ,,1:1.32.10,1,1,32,10,0
dn1:1.32.11,"“The self and the cosmos are eternal, barren, steady as a mountain peak, standing firm like a pillar. They remain the same for all eternity, while these sentient beings wander and transmigrate and pass away and rearise.”’ ",,1:1.32.11,1,1,32,11,0
dn1:1.32.12,This is the second ground on which some ascetics and brahmins rely to assert that the self and the cosmos are eternal. ,,1:1.32.12,1,1,32,12,0
dn1:1.33.1,And what is the third ground on which they rely? ,,1:1.33.1,1,1,33,1,0
dn1:1.33.2,"It’s when some ascetic or brahmin—by dint of keen, resolute, committed, and diligent effort, and right focus—experiences an immersion of the heart of such a kind that they recollect their many kinds of past lives. ",,1:1.33.2,1,1,33,2,0
